div_text;label;city;place
موسم الرياض عادي للاسف الدخول بمبلغ يعتبر لاسرة متوسطة لديها اطفال كبار صغار عشان يتفرجون المكان بدون الاستفادة مبلغ الدخول المفروض يشمل الالعاب المطاعم المسارح;0;الرياض;بوليفارد الرياض
ساعه نصف ادور موقف ما فيه لوحات تجي تصف نصف ساعه يقولك مواقف حفله تصف نصف ساعه ثانيه يقولك موقف;0;الرياض;بوليفارد الرياض
ما تذكرت منتزه الخيمة ازعاجا اقل حريه مجمع مطاعم صغيرة عنده نافورة المكان مظلم واغاني صاخبه ما فيه لوحات ارشادية مصلى نساء محترم اماكن للرضع ريحة سجاير اغاني مزعجة مكان اسعار مرتفعه;0;الرياض;بوليفارد الرياض
ايد الدخول مجاني لان ما في شيء مهم يستدعي المطاعم والكوفيهات كثيره واخذه الزائر الحد الاعلى اتمنى مكان مصلى مكيف لقيت مكان للصلاة فرشاة قريب دورات المياه;0;الرياض;بوليفارد الرياض
اقل نجمه عطيت الانسان اللي عنده مشاكل القدم وكبار السن مالهم احترام القولف كار اقوله وصلني مقدر امشي عندي كسر الرجل تعبت يقول اوصلك بفلوس يعني اصحاب الاحتياجات الخاصة مالهم احترام;0;الطايف;تلفريك الهدا
للاسف المكان يرتقي هناك اهمال واضح بالخدمات تخدم المعلم السياحي الشهير الطريق المودي للموقع ترابي بحوالي مواقف السيارات عبارة برحة عشوائية موقع قص التذكر بوابة خارجية بالبر والناس تمسك طوابير بالشمس لا توجد دورات;0;الطايف;تلفريك الهدا
الافضل تجئه الساعة هواء داخل والمنظر رائع نزلت يمديك تتمشى وفيه كوفي ومطعم بطئ;1;الطايف;تلفريك الهدا
مدخل التلفريك سي يوجد اهتمام بالمكان ;0;الطايف;تلفريك الهدا
سيء بمعنى الكلمة لشخصين التذكرة ونزلنا لتحت حر توجد مكيفات رذاذ وفيه مطعم بيتزا نظيف والعامل يوزع اللحم بأيده البيتزا كوفيات ومقفلين شي ولما تناقشنا الادارة قالو تحسين التصريفات;0;الطايف;تلفريك الهدا
الصراحة شيء مخجل الطريق للمواقف ردميه كلها المواقف ما في ترتيب الكل يوقف كيفه وين ماحطة دابته;0;الطايف;تلفريك الهدا
ومنجع الكر بحاجة لتطوير قديم;2;الطايف;تلفريك الهدا
السعر مبالغ للشخص كثير يعني شخص تدفع ;0;الطايف;تلفريك الهدا
الاسعار مكلفة سواء كنت تبغى ذهاب واياب ذهاب اقتصادي للعوائل الترفيه للجميع للمترفين التلفريك معلم رئيسي معالم الطائف المعلم الرئيسي لابد الاهتمام بمدخله ومواقفه للاسف دخلنا طريق;0;الطايف;تلفريك الهدا
المواقف مهيئ سوء التنظيم عربات التلفريك مليئة بالملصقات تحجب الروئيه يوجد ارشادات الركوب تعليمات;0;الطايف;تلفريك الهدا
نجوم لان الطرق للدخول والخروج رملة ومكان بدون ارشاد مواقف وتحت وقت الطلوع قرية الكرا التراثية تمشي بارض ترابية مشبكه;0;الطايف;تلفريك الهدا
جربت تلفريك ما هو ما تغير واللي يقهر بالليل ما في اضاءات الدنيا الظلام ورعب والحمامات الله يكرمكم مقفلة وطبعا احكيكم تقارب الاجتماعي بالطوابير ابدا ما في تنظيم الدنيا فوضى وبصراحة ضياع فلوس الفاضي;0;الطايف;تلفريك الهدا
يحتاج سفلتت المواقف والاهتمام بالموقع;2;الطايف;تلفريك الهدا
 بالأسفل منطقه الالعاب تحتاج للتطوير;2;الطايف;تلفريك الهدا
عربات التلفريك جديده والمسار طويل يستحق التجربة;1;الطايف;تلفريك الهدا
للاسف المدخل والمواقف اسوء بدايه طريق ترابي بدون تنظيم كشك التذاكر بالشارع تنتظر بالشمس اهم معلم سياحي بالطائف يفتقر للخدمات والجوده ;0;الطايف;تلفريك الهدا
خبره حاولت حجز تذكرة للاسف الشديد كثرة الناس استطع لاحظت شيء مدخل السيارات المودي التلفريك ممهد وسيء مكان يعتبر مزار لكثير السياح وقبل للمواطنين فيجب مرتب وممهد لائق المكان استغرب رايته فوضى وعدم ترتيب للمكان;0;الطايف;تلفريك الهدا
بصراحة قيمة التذاكر عالية للفرد يعني افراد عايلته كثير بياكل هواء المفروض سعر التذكرة ما يزيد;0;الطايف;تلفريك الهدا
الطريق المودي التلفريك سيء المفروض مسفلت والمواقف كلها حجار تتضرر السيارات الصغيرة معلم سياحي قديم المفروض مكتمل الخدمات;0;الطايف;تلفريك الهدا
كتمه داخل التلفريك المويه بنص تلقاها بريال اشتريت اسكريم تخيل سرقه وضح النهار والمشكله مناظر شي جبال وقرود القرود ترفع طيها لانك فهاذا المنظر الوحيد;0;الطايف;تلفريك الهدا
دخلت ولحتي صيانه صيانه بالله حرام ندفع فلوسنا وحتي العاب المائيه اكثرهم صيانه حسبي الله عليهم;0;الطايف;تلفريك الهدا
بركس استقبال الباص متهالك ويحتاج نظافة وترتيب;0;الطايف;تلفريك الهدا
مدخل السيارات المنتجع يحتاج ترتيب اهتمام سفلتة الشارع وتزين جوانب الطريق والنظافة ;2;الطايف;تلفريك الهدا
عماه وتعامل الموظفين سيء جينا لاعبين الهلال الصغار كانو جاين بعدنا باص اداريهم وقدموهم علينا شاورونا وانتظرنا ساعة ونص خلصوا الهلال سالت الموظف قلت احنا جاين بعثة الهلال ليش تدخلوهم قبلنا تقارن;0;الطايف;تلفريك الهدا
مناسب بالمره للعوائل شباب ;1;الطايف;تلفريك الهدا
المدخل جهه الهدا ممهد كنت الفيافي الطامه الكبرى الموظفين محطه الكر سوء تنظيم رغم وجود زحام;0;الطايف;تلفريك الهدا
مبالغ بقيمة التذاكر شي ما يسوى ابدا خدمات كافيه مواقع اثرية مهتم مواقع حديثه;0;الطايف;تلفريك الهدا
